# f, tau_g
1.000000e+03,4.945240e-06
1.258925e+03,4.942425e-06
1.584893e+03,4.937993e-06
1.995262e+03,4.931009e-06
2.511886e+03,4.919975e-06
3.162278e+03,4.902575e-06
3.981072e+03,4.875257e-06
5.011872e+03,4.832575e-06
6.309573e+03,4.766439e-06
7.943282e+03,4.665247e-06
1.000000e+04,4.513381e-06
1.258925e+04,4.291950e-06
1.584893e+04,3.982316e-06
1.995262e+04,3.573749e-06
2.511886e+04,3.073997e-06
3.162278e+04,2.516353e-06
3.981072e+04,1.954392e-06
5.011872e+04,1.443374e-06
6.309573e+04,1.020382e-06
7.943282e+04,6.967049e-07
1.000000e+05,4.635969e-07
1.258925e+05,3.029400e-07
1.584893e+05,1.955389e-07
1.995262e+05,1.251930e-07
2.511886e+05,7.973189e-08
3.162278e+05,5.060625e-08
3.981072e+05,3.205237e-08
5.011872e+05,2.026461e-08
6.309573e+05,1.283591e-08
7.943282e+05,7.977677e-09
1.000000e+06,5.580599e-09
